subid,tr.num,condition,target_image,dot,gender,age,notes,order,experiment,keep_runsheet,reason_excluded,response,response_onset_type,rt,shift_type,shift_accuracy,shift_accuracy_clean,shift_start_location,keep_et,resp_onset_type_fact
10_20_02,67,bullseye,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,target,noun,0.18699999999999983,T_D,incorrect,incorrect,not_center,include,noun
10_20_02,67,bullseye,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,target,sentence,0.09699999999999998,T_C,incorrect,incorrect,not_center,include,sentence
10_20_02,68,bullseye,shoe,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,target,center.fixation,1.2000000000000002,T_C,incorrect,incorrect,not_center,include,center.fixation
10_20_02,68,bullseye,shoe,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,target,noun,0.2629999999999999,T_D,incorrect,incorrect,not_center,include,noun
10_20_02,68,bullseye,shoe,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,target,sentence,0.6700000000000002,T_C,incorrect,incorrect,not_center,include,sentence
10_20_02,69,bullseye,shoe,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,0.2669999999999999,C_D,incorrect,incorrect,center,include,center.fixation
10_20_02,69,bullseye,shoe,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
10_20_02,69,bullseye,shoe,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,distracter,sentence,0.16999999999999993,D_T,incorrect,correct,not_center,include,sentence
10_20_02,70,bullseye,banana,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,distracter,center.fixation,0.06699999999999995,D_C,incorrect,incorrect,not_center,include,center.fixation
10_20_02,70,bullseye,banana,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,target,noun,0.12300000000000022,T_D,incorrect,incorrect,not_center,include,noun
10_20_02,70,bullseye,banana,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,target,sentence,0.7669999999999999,T_D,incorrect,incorrect,not_center,include,sentence
10_20_02,71,bullseye,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,distracter,center.fixation,0.633,D_T,incorrect,correct,not_center,include,center.fixation
10_20_02,71,bullseye,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
10_20_02,71,bullseye,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,distracter,sentence,0.363,D_T,incorrect,correct,not_center,include,sentence
10_20_02,72,bullseye,juice,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,0.3999999999999999,C_D,incorrect,incorrect,center,include,center.fixation
10_20_02,72,bullseye,juice,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,target,noun,0.06300000000000017,T_D,incorrect,incorrect,not_center,include,noun
10_20_02,72,bullseye,juice,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,distracter,sentence,0.33000000000000007,D_C,incorrect,incorrect,not_center,include,sentence
10_20_02,73,text-no-audio,ball,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,distracter,center.fixation,1.4329999999999998,D_T,incorrect,correct,not_center,include,center.fixation
10_20_02,73,text-no-audio,ball,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.5270000000000001,C_T,correct,correct,center,include,noun
10_20_02,73,text-no-audio,ball,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,distracter,sentence,1.1029999999999998,D_T,incorrect,correct,not_center,include,sentence
10_20_02,74,text-no-audio,banana,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,2.933,C_T,correct,correct,center,include,center.fixation
10_20_02,74,text-no-audio,banana,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.42300000000000004,C_T,correct,correct,center,include,noun
10_20_02,74,text-no-audio,banana,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,2.433,C_T,correct,correct,center,include,sentence
10_20_02,75,text-no-audio,book,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,distracter,center.fixation,0.2669999999999999,D_C,incorrect,incorrect,not_center,include,center.fixation
10_20_02,75,text-no-audio,book,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.5100000000000002,C_T,correct,correct,center,include,noun
10_20_02,75,text-no-audio,book,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,distracter,sentence,0.137,D_C,incorrect,incorrect,not_center,include,sentence
10_20_02,76,text-no-audio,banana,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,0.7669999999999999,C_D,incorrect,incorrect,center,include,center.fixation
10_20_02,76,text-no-audio,banana,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.3570000000000002,C_T,correct,correct,center,include,noun
10_20_02,76,text-no-audio,banana,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,0.2669999999999999,C_D,incorrect,incorrect,center,include,sentence
10_20_02,77,text-no-audio,shoe,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,2.7,C_D,incorrect,incorrect,center,include,center.fixation
10_20_02,77,text-no-audio,shoe,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.43000000000000016,C_D,incorrect,incorrect,center,include,noun
10_20_02,77,text-no-audio,shoe,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,2.17,C_D,incorrect,incorrect,center,include,sentence
10_20_02,78,text-no-audio,book,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,2.533,C_T,correct,correct,center,include,center.fixation
10_20_02,78,text-no-audio,book,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.44300000000000006,C_T,correct,correct,center,include,noun
10_20_02,78,text-no-audio,book,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,2.403,C_T,correct,correct,center,include,sentence
10_20_02,79,text-no-audio,book,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,2.5,C_T,correct,correct,center,include,center.fixation
10_20_02,79,text-no-audio,book,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.41000000000000014,C_T,correct,correct,center,include,noun
10_20_02,79,text-no-audio,book,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,2.37,C_T,correct,correct,center,include,sentence
10_20_02,80,text-no-audio,shoe,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,2.733,C_D,incorrect,incorrect,center,include,center.fixation
10_20_02,80,text-no-audio,shoe,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.4630000000000001,C_D,incorrect,incorrect,center,include,noun
10_20_02,80,text-no-audio,shoe,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,2.2030000000000003,C_D,incorrect,incorrect,center,include,sentence
10_20_02,81,text-no-audio,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
10_20_02,81,text-no-audio,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.45299999999999985,C_T,correct,correct,center,include,noun
10_20_02,81,text-no-audio,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,2.363,C_T,correct,correct,center,include,sentence
10_20_02,82,text-no-audio,juice,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,2.7,C_D,incorrect,incorrect,center,include,center.fixation
10_20_02,82,text-no-audio,juice,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.43000000000000016,C_D,incorrect,incorrect,center,include,noun
10_20_02,82,text-no-audio,juice,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,2.5300000000000002,C_D,incorrect,incorrect,center,include,sentence
10_20_02,83,text-no-audio,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,2.6,C_T,correct,correct,center,include,center.fixation
10_20_02,83,text-no-audio,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.41999999999999993,C_T,correct,correct,center,include,noun
10_20_02,83,text-no-audio,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,2.33,C_T,correct,correct,center,include,sentence
10_20_02,84,text-no-audio,ball,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,0.8,C_T,correct,correct,center,include,center.fixation
10_20_02,84,text-no-audio,ball,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.4930000000000003,C_T,correct,correct,center,include,noun
10_20_02,84,text-no-audio,ball,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,0.47,C_T,correct,correct,center,include,sentence
10_20_02,85,text-no-audio,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
10_20_02,85,text-no-audio,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.45299999999999985,C_T,correct,correct,center,include,noun
10_20_02,85,text-no-audio,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,2.363,C_T,correct,correct,center,include,sentence
10_20_02,86,text-no-audio,ball,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,3.0330000000000004,C_T,correct,correct,center,include,center.fixation
10_20_02,86,text-no-audio,ball,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.4930000000000003,C_T,correct,correct,center,include,noun
10_20_02,86,text-no-audio,ball,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,2.7030000000000003,C_T,correct,correct,center,include,sentence
10_20_02,87,text-no-audio,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,target,center.fixation,0.06699999999999995,T_C,incorrect,incorrect,not_center,include,center.fixation
10_20_02,87,text-no-audio,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.41999999999999993,C_T,correct,correct,center,include,noun
10_20_02,87,text-no-audio,cookie,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,2.33,C_T,correct,correct,center,include,sentence
10_20_02,88,text-no-audio,banana,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,center.fixation,2.8,C_D,incorrect,incorrect,center,include,center.fixation
10_20_02,88,text-no-audio,banana,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,noun,0.29000000000000004,C_D,incorrect,incorrect,center,include,noun
10_20_02,88,text-no-audio,banana,10/20/16,f,18-21,"had a little trouble with calibration (took 3 attempts), but it was great after removing glasses",1,text,include,NA,center,sentence,2.3,C_D,incorrect,incorrect,center,include,sentence
