subid,tr.num,condition,target_image,dot,gender,age,notes,order,experiment,keep_runsheet,reason_excluded,response,response_onset_type,rt,shift_type,shift_accuracy,shift_accuracy_clean,shift_start_location,keep_et,resp_onset_type_fact
11_10_03,79,face,ball,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.6600000000000001,C_T,correct,correct,center,include,noun
11_10_03,79,face,ball,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.87,C_T,correct,correct,center,include,sentence
11_10_03,80,face,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.767,C_T,correct,correct,center,include,center.fixation
11_10_03,80,face,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5869999999999997,C_T,correct,correct,center,include,noun
11_10_03,80,face,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.497,C_T,correct,correct,center,include,sentence
11_10_03,81,face,juice,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.8,C_T,correct,correct,center,include,center.fixation
11_10_03,81,face,juice,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5299999999999998,C_T,correct,correct,center,include,noun
11_10_03,81,face,juice,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.63,C_T,correct,correct,center,include,sentence
11_10_03,82,face,juice,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,0.2330000000000001,T_C,incorrect,incorrect,not_center,include,center.fixation
11_10_03,82,face,juice,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5299999999999998,C_T,correct,correct,center,include,noun
11_10_03,82,face,juice,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,0.06300000000000017,T_C,incorrect,incorrect,not_center,include,sentence
11_10_03,83,face,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,3,C_T,correct,correct,center,include,center.fixation
11_10_03,83,face,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.73,C_T,correct,correct,center,include,noun
11_10_03,83,face,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.4699999999999998,C_T,correct,correct,center,include,sentence
11_10_03,84,face,juice,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.7,C_T,correct,correct,center,include,center.fixation
11_10_03,84,face,juice,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.43000000000000016,C_T,correct,correct,center,include,noun
11_10_03,84,face,juice,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.5300000000000002,C_T,correct,correct,center,include,sentence
11_10_03,85,face,banana,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.6,C_T,correct,correct,center,include,center.fixation
11_10_03,85,face,banana,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.0900000000000003,C_T,correct,correct,center,include,noun
11_10_03,85,face,banana,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.1,C_T,correct,correct,center,include,sentence
11_10_03,86,face,book,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.367,C_T,correct,correct,center,include,center.fixation
11_10_03,86,face,book,11/10/16,f,18-21,great,2,text,include,NA,center,noun,1.2770000000000001,C_T,correct,correct,center,include,noun
11_10_03,86,face,book,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,3.237,C_T,correct,correct,center,include,sentence
11_10_03,87,face,ball,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.2670000000000003,C_T,correct,correct,center,include,center.fixation
11_10_03,87,face,ball,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.7270000000000003,C_T,correct,correct,center,include,noun
11_10_03,87,face,ball,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.9370000000000003,C_T,correct,correct,center,include,sentence
11_10_03,88,face,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.733,C_T,correct,correct,center,include,center.fixation
11_10_03,88,face,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5529999999999999,C_T,correct,correct,center,include,noun
11_10_03,88,face,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.463,C_T,correct,correct,center,include,sentence
11_10_03,89,face,book,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.0330000000000004,C_T,correct,correct,center,include,center.fixation
11_10_03,89,face,book,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.9430000000000005,C_T,correct,correct,center,include,noun
11_10_03,89,face,book,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.9030000000000005,C_T,correct,correct,center,include,sentence
11_10_03,90,face,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,1.9329999999999998,C_T,correct,correct,center,include,center.fixation
11_10_03,90,face,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.52,C_T,correct,correct,center,include,noun
11_10_03,90,face,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,1.6629999999999998,C_T,correct,correct,center,include,sentence
11_10_03,91,face,banana,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.067,C_T,correct,correct,center,include,center.fixation
11_10_03,91,face,banana,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5570000000000004,C_T,correct,correct,center,include,noun
11_10_03,91,face,banana,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.567,C_T,correct,correct,center,include,sentence
11_10_03,92,face,ball,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.567,C_T,correct,correct,center,include,center.fixation
11_10_03,92,face,ball,11/10/16,f,18-21,great,2,text,include,NA,center,noun,1.0270000000000001,C_T,correct,correct,center,include,noun
11_10_03,92,face,ball,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,3.237,C_T,correct,correct,center,include,sentence
11_10_03,93,face,ball,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,1.867,C_D,incorrect,incorrect,center,include,center.fixation
11_10_03,93,face,ball,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.7270000000000003,C_T,correct,correct,center,include,noun
11_10_03,93,face,ball,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,1.537,C_D,incorrect,incorrect,center,include,sentence
11_10_03,94,face,banana,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,0.867,C_D,incorrect,incorrect,center,include,center.fixation
11_10_03,94,face,banana,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.7570000000000006,C_T,correct,correct,center,include,noun
11_10_03,94,face,banana,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,0.367,C_D,incorrect,incorrect,center,include,sentence
11_10_03,95,face,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.133,C_T,correct,correct,center,include,center.fixation
11_10_03,95,face,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.863,C_T,correct,correct,center,include,noun
11_10_03,95,face,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.6029999999999998,C_T,correct,correct,center,include,sentence
11_10_03,96,face,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.833,C_T,correct,correct,center,include,center.fixation
11_10_03,96,face,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5630000000000002,C_T,correct,correct,center,include,noun
11_10_03,96,face,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.303,C_T,correct,correct,center,include,sentence
11_10_04,1,text-no-audio,ball,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,0.43300000000000005,T_D,incorrect,incorrect,not_center,include,center.fixation
11_10_04,1,text-no-audio,ball,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.593,C_D,incorrect,incorrect,center,include,noun
11_10_04,1,text-no-audio,ball,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,0.10299999999999998,T_D,incorrect,incorrect,not_center,include,sentence
11_10_04,2,text-no-audio,ball,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.2670000000000003,C_T,correct,correct,center,include,center.fixation
11_10_04,2,text-no-audio,ball,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.7270000000000003,C_T,correct,correct,center,include,noun
11_10_04,2,text-no-audio,ball,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.9370000000000003,C_T,correct,correct,center,include,sentence
11_10_04,3,text-no-audio,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.633,C_T,correct,correct,center,include,center.fixation
11_10_04,3,text-no-audio,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.45299999999999985,C_T,correct,correct,center,include,noun
11_10_04,3,text-no-audio,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.363,C_T,correct,correct,center,include,sentence
11_10_04,4,text-no-audio,juice,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,0.6000000000000001,T_C,incorrect,incorrect,not_center,include,center.fixation
11_10_04,4,text-no-audio,juice,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.9629999999999996,C_T,correct,correct,center,include,noun
11_10_04,4,text-no-audio,juice,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,0.43000000000000016,T_C,incorrect,incorrect,not_center,include,sentence
11_10_04,5,text-no-audio,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.867,C_T,correct,correct,center,include,center.fixation
11_10_04,5,text-no-audio,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.6869999999999998,C_T,correct,correct,center,include,noun
11_10_04,5,text-no-audio,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.597,C_T,correct,correct,center,include,sentence
11_10_04,6,text-no-audio,book,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.867,C_T,correct,correct,center,include,center.fixation
11_10_04,6,text-no-audio,book,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.7770000000000001,C_T,correct,correct,center,include,noun
11_10_04,6,text-no-audio,book,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.737,C_T,correct,correct,center,include,sentence
11_10_04,7,text-no-audio,banana,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.067,C_T,correct,correct,center,include,center.fixation
11_10_04,7,text-no-audio,banana,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5570000000000004,C_T,correct,correct,center,include,noun
11_10_04,7,text-no-audio,banana,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.567,C_T,correct,correct,center,include,sentence
11_10_04,8,text-no-audio,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.733,C_T,correct,correct,center,include,center.fixation
11_10_04,8,text-no-audio,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.4630000000000001,C_T,correct,correct,center,include,noun
11_10_04,8,text-no-audio,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.2030000000000003,C_T,correct,correct,center,include,sentence
11_10_04,9,text-no-audio,banana,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,1.4329999999999998,C_D,incorrect,incorrect,center,include,center.fixation
11_10_04,9,text-no-audio,banana,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5230000000000006,C_T,correct,correct,center,include,noun
11_10_04,9,text-no-audio,banana,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,0.9329999999999998,C_D,incorrect,incorrect,center,include,sentence
11_10_04,10,text-no-audio,juice,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,0.16700000000000004,T_C,incorrect,incorrect,not_center,include,center.fixation
11_10_04,10,text-no-audio,juice,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5630000000000002,C_T,correct,correct,center,include,noun
11_10_04,10,text-no-audio,juice,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.6630000000000003,C_T,correct,correct,center,include,sentence
11_10_04,11,text-no-audio,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.9,C_T,correct,correct,center,include,center.fixation
11_10_04,11,text-no-audio,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.6299999999999999,C_T,correct,correct,center,include,noun
11_10_04,11,text-no-audio,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.37,C_T,correct,correct,center,include,sentence
11_10_04,12,text-no-audio,banana,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.9,C_T,correct,correct,center,include,center.fixation
11_10_04,12,text-no-audio,banana,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.3900000000000001,C_T,correct,correct,center,include,noun
11_10_04,12,text-no-audio,banana,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.4,C_T,correct,correct,center,include,sentence
11_10_04,13,text-no-audio,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.8,C_T,correct,correct,center,include,center.fixation
11_10_04,13,text-no-audio,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5299999999999998,C_T,correct,correct,center,include,noun
11_10_04,13,text-no-audio,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.2699999999999996,C_T,correct,correct,center,include,sentence
11_10_04,14,text-no-audio,cookie,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,0.10000000000000009,T_C,incorrect,incorrect,not_center,include,center.fixation
11_10_04,14,text-no-audio,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5529999999999999,C_T,correct,correct,center,include,noun
11_10_04,14,text-no-audio,cookie,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,0.29699999999999993,T_D,incorrect,incorrect,not_center,include,sentence
11_10_04,15,text-no-audio,shoe,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,0.19999999999999996,T_C,incorrect,incorrect,not_center,include,center.fixation
11_10_04,15,text-no-audio,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.4630000000000001,C_T,correct,correct,center,include,noun
11_10_04,15,text-no-audio,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.2030000000000003,C_T,correct,correct,center,include,sentence
11_10_04,16,text-no-audio,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.6,C_T,correct,correct,center,include,center.fixation
11_10_04,16,text-no-audio,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.41999999999999993,C_T,correct,correct,center,include,noun
11_10_04,16,text-no-audio,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.33,C_T,correct,correct,center,include,sentence
11_10_04,17,text-no-audio,book,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,0.06699999999999995,C_T,correct,correct,center,include,center.fixation
11_10_04,17,text-no-audio,book,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.4770000000000003,C_T,correct,correct,center,include,noun
11_10_04,17,text-no-audio,book,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,0.27,T_C,incorrect,incorrect,not_center,include,sentence
11_10_04,18,text-no-audio,book,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.6,C_T,correct,correct,center,include,center.fixation
11_10_04,18,text-no-audio,book,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5100000000000002,C_T,correct,correct,center,include,noun
11_10_04,18,text-no-audio,book,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.47,C_T,correct,correct,center,include,sentence
11_10_04,19,text-no-audio,ball,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.067,C_T,correct,correct,center,include,center.fixation
11_10_04,19,text-no-audio,ball,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5270000000000001,C_T,correct,correct,center,include,noun
11_10_04,19,text-no-audio,ball,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.737,C_T,correct,correct,center,include,sentence
11_10_04,20,text-no-audio,juice,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.7,C_T,correct,correct,center,include,center.fixation
11_10_04,20,text-no-audio,juice,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.43000000000000016,C_T,correct,correct,center,include,noun
11_10_04,20,text-no-audio,juice,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.5300000000000002,C_T,correct,correct,center,include,sentence
11_10_04,21,text-no-audio,book,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.6,C_T,correct,correct,center,include,center.fixation
11_10_04,21,text-no-audio,book,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5100000000000002,C_T,correct,correct,center,include,noun
11_10_04,21,text-no-audio,book,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.47,C_T,correct,correct,center,include,sentence
11_10_04,22,text-no-audio,banana,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.967,C_T,correct,correct,center,include,center.fixation
11_10_04,22,text-no-audio,banana,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.4570000000000003,C_T,correct,correct,center,include,noun
11_10_04,22,text-no-audio,banana,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.467,C_T,correct,correct,center,include,sentence
11_10_04,23,text-no-audio,ball,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,3.0330000000000004,C_T,correct,correct,center,include,center.fixation
11_10_04,23,text-no-audio,ball,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.4930000000000003,C_T,correct,correct,center,include,noun
11_10_04,23,text-no-audio,ball,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.7030000000000003,C_T,correct,correct,center,include,sentence
11_10_04,24,text-no-audio,juice,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,2.8,C_T,correct,correct,center,include,center.fixation
11_10_04,24,text-no-audio,juice,11/10/16,f,18-21,great,2,text,include,NA,center,noun,0.5299999999999998,C_T,correct,correct,center,include,noun
11_10_04,24,text-no-audio,juice,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,2.63,C_T,correct,correct,center,include,sentence
11_10_04,25,bullseye,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,1.7000000000000002,C_D,incorrect,incorrect,center,include,center.fixation
11_10_04,25,bullseye,cookie,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,25,bullseye,cookie,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,1.4300000000000002,C_D,incorrect,incorrect,center,include,sentence
11_10_04,26,bullseye,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,center.fixation,1.4,C_D,incorrect,incorrect,center,include,center.fixation
11_10_04,26,bullseye,shoe,11/10/16,f,18-21,great,2,text,include,NA,distracter,noun,0.4969999999999999,D_T,incorrect,correct,not_center,include,noun
11_10_04,26,bullseye,shoe,11/10/16,f,18-21,great,2,text,include,NA,center,sentence,0.8699999999999999,C_D,incorrect,incorrect,center,include,sentence
11_10_04,27,bullseye,ball,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,NA,no_shift,NA,incorrect,not_center,include,center.fixation
11_10_04,27,bullseye,ball,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,27,bullseye,ball,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,NA,no_shift,NA,incorrect,not_center,include,sentence
11_10_04,28,bullseye,book,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,1.867,T_D,incorrect,incorrect,not_center,include,center.fixation
11_10_04,28,bullseye,book,11/10/16,f,18-21,great,2,text,include,NA,distracter,noun,0.6430000000000002,D_T,incorrect,correct,not_center,include,noun
11_10_04,28,bullseye,book,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,1.737,T_D,incorrect,incorrect,not_center,include,sentence
11_10_04,29,bullseye,ball,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,NA,no_shift,NA,incorrect,not_center,include,center.fixation
11_10_04,29,bullseye,ball,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,29,bullseye,ball,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,NA,no_shift,NA,incorrect,not_center,include,sentence
11_10_04,30,bullseye,cookie,11/10/16,f,18-21,great,2,text,include,NA,distracter,center.fixation,2.9,D_T,incorrect,correct,not_center,include,center.fixation
11_10_04,30,bullseye,cookie,11/10/16,f,18-21,great,2,text,include,NA,distracter,noun,0.7199999999999998,D_T,incorrect,correct,not_center,include,noun
11_10_04,30,bullseye,cookie,11/10/16,f,18-21,great,2,text,include,NA,distracter,sentence,2.63,D_T,incorrect,correct,not_center,include,sentence
11_10_04,31,bullseye,shoe,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,NA,no_shift,NA,incorrect,not_center,include,center.fixation
11_10_04,31,bullseye,shoe,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,31,bullseye,shoe,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,NA,no_shift,NA,incorrect,not_center,include,sentence
11_10_04,32,bullseye,juice,11/10/16,f,18-21,great,2,text,include,NA,distracter,center.fixation,1.767,D_T,incorrect,correct,not_center,include,center.fixation
11_10_04,32,bullseye,juice,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,32,bullseye,juice,11/10/16,f,18-21,great,2,text,include,NA,distracter,sentence,1.597,D_T,incorrect,correct,not_center,include,sentence
11_10_04,33,bullseye,ball,11/10/16,f,18-21,great,2,text,include,NA,distracter,center.fixation,0.19999999999999996,D_C,incorrect,incorrect,not_center,include,center.fixation
11_10_04,33,bullseye,ball,11/10/16,f,18-21,great,2,text,include,NA,distracter,noun,0.7930000000000001,D_T,incorrect,correct,not_center,include,noun
11_10_04,33,bullseye,ball,11/10/16,f,18-21,great,2,text,include,NA,distracter,sentence,3.003,D_T,incorrect,correct,not_center,include,sentence
11_10_04,34,bullseye,book,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,NA,no_shift,NA,incorrect,not_center,include,center.fixation
11_10_04,34,bullseye,book,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,34,bullseye,book,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,NA,no_shift,NA,incorrect,not_center,include,sentence
11_10_04,35,bullseye,cookie,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,NA,no_shift,NA,incorrect,not_center,include,center.fixation
11_10_04,35,bullseye,cookie,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,35,bullseye,cookie,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,NA,no_shift,NA,incorrect,not_center,include,sentence
11_10_04,36,bullseye,cookie,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,NA,no_shift,NA,incorrect,not_center,include,center.fixation
11_10_04,36,bullseye,cookie,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,36,bullseye,cookie,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,NA,no_shift,NA,incorrect,not_center,include,sentence
11_10_04,37,bullseye,juice,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,NA,no_shift,NA,incorrect,not_center,include,center.fixation
11_10_04,37,bullseye,juice,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,37,bullseye,juice,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,NA,no_shift,NA,incorrect,not_center,include,sentence
11_10_04,38,bullseye,book,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,NA,no_shift,NA,incorrect,not_center,include,center.fixation
11_10_04,38,bullseye,book,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,38,bullseye,book,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,NA,no_shift,NA,incorrect,not_center,include,sentence
11_10_04,39,bullseye,juice,11/10/16,f,18-21,great,2,text,include,NA,distracter,center.fixation,0.5,D_T,incorrect,correct,not_center,include,center.fixation
11_10_04,39,bullseye,juice,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,39,bullseye,juice,11/10/16,f,18-21,great,2,text,include,NA,distracter,sentence,0.33000000000000007,D_T,incorrect,correct,not_center,include,sentence
11_10_04,40,bullseye,book,11/10/16,f,18-21,great,2,text,include,NA,distracter,center.fixation,1.3330000000000002,D_C,incorrect,incorrect,not_center,include,center.fixation
11_10_04,40,bullseye,book,11/10/16,f,18-21,great,2,text,include,NA,distracter,noun,0.71,D_T,incorrect,correct,not_center,include,noun
11_10_04,40,bullseye,book,11/10/16,f,18-21,great,2,text,include,NA,distracter,sentence,1.2030000000000003,D_C,incorrect,incorrect,not_center,include,sentence
11_10_04,41,bullseye,banana,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,NA,no_shift,NA,incorrect,not_center,include,center.fixation
11_10_04,41,bullseye,banana,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,41,bullseye,banana,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,NA,no_shift,NA,incorrect,not_center,include,sentence
11_10_04,42,bullseye,shoe,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,NA,no_shift,NA,incorrect,not_center,include,center.fixation
11_10_04,42,bullseye,shoe,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,42,bullseye,shoe,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,NA,no_shift,NA,incorrect,not_center,include,sentence
11_10_04,43,bullseye,banana,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,NA,no_shift,NA,incorrect,not_center,include,center.fixation
11_10_04,43,bullseye,banana,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,43,bullseye,banana,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,NA,no_shift,NA,incorrect,not_center,include,sentence
11_10_04,44,bullseye,ball,11/10/16,f,18-21,great,2,text,include,NA,distracter,center.fixation,3,D_T,incorrect,correct,not_center,include,center.fixation
11_10_04,44,bullseye,ball,11/10/16,f,18-21,great,2,text,include,NA,distracter,noun,0.45999999999999996,D_T,incorrect,correct,not_center,include,noun
11_10_04,44,bullseye,ball,11/10/16,f,18-21,great,2,text,include,NA,distracter,sentence,2.67,D_T,incorrect,correct,not_center,include,sentence
11_10_04,45,bullseye,juice,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,1.1669999999999998,T_C,incorrect,incorrect,not_center,include,center.fixation
11_10_04,45,bullseye,juice,11/10/16,f,18-21,great,2,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
11_10_04,45,bullseye,juice,11/10/16,f,18-21,great,2,text,include,NA,target,sentence,0.9969999999999999,T_C,incorrect,incorrect,not_center,include,sentence
11_10_04,46,bullseye,banana,11/10/16,f,18-21,great,2,text,include,NA,target,center.fixation,0.30000000000000004,T_D,incorrect,incorrect,not_center,include,center.fixation
11_10_04,46,bullseye,banana,11/10/16,f,18-21,great,2,text,include,NA,distracter,noun,0.5230000000000006,D_T,incorrect,correct,not_center,include,noun
11_10_04,46,bullseye,banana,11/10/16,f,18-21,great,2,text,include,NA,distracter,sentence,2.5330000000000004,D_T,incorrect,correct,not_center,include,sentence
11_10_04,47,bullseye,shoe,11/10/16,f,18-21,great,2,text,include,NA,distracter,center.fixation,2.233,D_T,incorrect,correct,not_center,include,center.fixation
