subid,tr.num,condition,correct,RT,rt,guess,guess_num,ucl_bound,ewma_param,param_value
10_20_01,66,bullseye,0,0.2599999999999998,0.26,guess,0,0.18,ucl,0.59
10_20_01,59,bullseye,1,0.2629999999999999,0.26,guess,0,0.16999999999999998,ucl,0.59
10_20_01,67,bullseye,0,0.2629999999999999,0.26,guess,0,0.18,ucl,0.59
10_20_02,59,bullseye,0,0.2629999999999999,0.26,guess,0,0.18,ucl,0.59
10_20_02,68,bullseye,0,0.2629999999999999,0.26,guess,0,0.18999999999999995,ucl,0.59
11_02_02,48,bullseye,0,0.2629999999999999,0.26,guess,0,0.18999999999999995,ucl,0.59
11_02_04,55,bullseye,0,0.2629999999999999,0.26,guess,0,0.18999999999999995,ucl,0.59
11_02_04,69,bullseye,0,0.2629999999999999,0.26,guess,0,0.19999999999999996,ucl,0.59
11_10_05,39,bullseye,1,0.2629999999999999,0.26,guess,0,0.18999999999999995,ucl,0.59
10_20_02,57,bullseye,0,0.27700000000000014,0.28,guess,0,0.19999999999999996,ucl,0.59
11_02_04,51,bullseye,0,0.27700000000000014,0.28,guess,0,0.19999999999999996,ucl,0.59
10_20_06,69,bullseye,1,0.2869999999999999,0.29,guess,0,0.18999999999999995,ucl,0.59
10_20_06,71,bullseye,1,0.2869999999999999,0.29,guess,0,0.18999999999999995,ucl,0.59
11_02_02,29,bullseye,0,0.2869999999999999,0.29,guess,0,0.18999999999999995,ucl,0.59
11_02_02,37,bullseye,1,0.29000000000000004,0.29,guess,0,0.18999999999999995,ucl,0.59
11_02_04,50,bullseye,1,0.29000000000000004,0.29,guess,0,0.18,ucl,0.59
11_16_01,56,bullseye,0,0.29000000000000004,0.29,guess,0,0.18,ucl,0.59
10_20_06,59,bullseye,0,0.29300000000000015,0.29,guess,0,0.18999999999999995,ucl,0.59
11_02_02,44,bullseye,1,0.29300000000000015,0.29,guess,0,0.18,ucl,0.59
11_16_04,54,bullseye,1,0.29300000000000015,0.29,guess,0,0.18,ucl,0.59
10_20_01,61,bullseye,0,0.29700000000000015,0.3,guess,0,0.19,ucl,0.6
11_02_02,36,bullseye,1,0.29700000000000015,0.3,guess,0,0.18,ucl,0.6
11_02_05,58,bullseye,1,0.29700000000000015,0.3,guess,0,0.18,ucl,0.6
11_02_07,43,bullseye,1,0.29700000000000015,0.3,guess,0,0.16999999999999998,ucl,0.6
11_16_04,70,bullseye,1,0.31000000000000005,0.31,guess,0,0.16999999999999998,ucl,0.6
11_02_08,31,bullseye,1,0.31999999999999984,0.32,guess,0,0.15999999999999998,ucl,0.6
11_16_01,59,bullseye,1,0.31999999999999984,0.32,guess,0,0.15999999999999998,ucl,0.6
11_16_05,47,bullseye,1,0.31999999999999984,0.32,guess,0,0.14999999999999997,ucl,0.6
10_20_01,60,bullseye,0,0.3230000000000004,0.32,guess,0,0.15999999999999998,ucl,0.6
10_20_06,55,bullseye,1,0.3230000000000004,0.32,guess,0,0.14999999999999997,ucl,0.6
11_02_07,46,bullseye,1,0.3230000000000004,0.32,guess,0,0.13999999999999996,ucl,0.6
11_02_02,28,bullseye,0,0.32699999999999996,0.33,guess,0,0.14999999999999997,ucl,0.6
10_20_04,49,bullseye,0,0.33000000000000007,0.33,guess,0,0.14999999999999997,ucl,0.6
10_20_05,71,bullseye,1,0.33000000000000007,0.33,guess,0,0.14999999999999997,ucl,0.6
11_16_04,67,bullseye,0,0.33000000000000007,0.33,guess,0,0.14999999999999997,ucl,0.6
10_20_04,64,bullseye,0,0.34299999999999997,0.34,guess,0,0.15999999999999998,ucl,0.6
11_02_08,33,bullseye,1,0.34299999999999997,0.34,guess,0,0.14999999999999997,ucl,0.6
11_16_01,54,bullseye,1,0.34299999999999997,0.34,guess,0,0.14999999999999997,ucl,0.6
10_20_06,63,bullseye,1,0.35299999999999976,0.35,guess,0,0.13999999999999996,ucl,0.6
11_02_04,61,bullseye,1,0.35299999999999976,0.35,guess,0,0.13,ucl,0.6
10_20_01,70,bullseye,1,0.3570000000000002,0.36,guess,0,0.13,ucl,0.6
10_20_04,54,bullseye,1,0.3570000000000002,0.36,guess,0,0.12,ucl,0.6
10_20_06,57,bullseye,1,0.3570000000000002,0.36,guess,0,0.12,ucl,0.6
11_10_04,48,bullseye,0,0.3570000000000002,0.36,guess,0,0.12,ucl,0.6
11_10_05,41,bullseye,1,0.3599999999999999,0.36,guess,0,0.12,ucl,0.6
11_16_01,50,bullseye,1,0.3599999999999999,0.36,guess,0,0.10999999999999999,ucl,0.6
11_16_03,49,bullseye,1,0.3599999999999999,0.36,guess,0,0.10999999999999999,ucl,0.6
10_20_06,65,bullseye,1,0.363,0.36,guess,0,0.09999999999999998,ucl,0.6
11_02_02,33,bullseye,0,0.363,0.36,guess,0,0.10999999999999999,ucl,0.6
11_02_05,55,bullseye,1,0.363,0.36,guess,0,0.09999999999999998,ucl,0.6
11_02_08,44,bullseye,1,0.363,0.36,guess,0,0.09999999999999998,ucl,0.6
11_16_01,62,bullseye,0,0.363,0.36,guess,0,0.09999999999999998,ucl,0.6
11_16_01,52,bullseye,1,0.3770000000000002,0.38,guess,0,0.09999999999999998,ucl,0.6
11_02_08,35,bullseye,0,0.3900000000000001,0.39,guess,0,0.09999999999999998,ucl,0.6
11_10_03,48,bullseye,1,0.3900000000000001,0.39,guess,0,0.09999999999999998,ucl,0.6
11_10_05,38,bullseye,1,0.3900000000000001,0.39,guess,0,0.08999999999999997,ucl,0.6
11_16_01,46,bullseye,1,0.3900000000000001,0.39,guess,0,0.08999999999999997,ucl,0.6
11_16_03,68,bullseye,1,0.3900000000000001,0.39,guess,0,0.07999999999999996,ucl,0.6
10_20_05,55,bullseye,1,0.3929999999999998,0.39,guess,0,0.07999999999999996,ucl,0.6
11_02_08,45,bullseye,1,0.3929999999999998,0.39,guess,0,0.06999999999999995,ucl,0.6
10_20_02,49,bullseye,0,0.3969999999999998,0.4,guess,0,0.07999999999999996,ucl,0.6
10_20_06,64,bullseye,1,0.3969999999999998,0.4,guess,0,0.06999999999999995,ucl,0.6
10_20_06,67,bullseye,1,0.3969999999999998,0.4,guess,0,0.06999999999999995,ucl,0.6
11_02_05,50,bullseye,0,0.3969999999999998,0.4,guess,0,0.06999999999999995,ucl,0.6
11_02_08,26,bullseye,1,0.3969999999999998,0.4,guess,0,0.06999999999999995,ucl,0.6
10_20_04,53,bullseye,0,0.41000000000000014,0.41,guess,0,0.06999999999999995,ucl,0.6
10_20_06,61,bullseye,1,0.41000000000000014,0.41,guess,0,0.06999999999999995,ucl,0.6
11_02_02,30,bullseye,1,0.41000000000000014,0.41,guess,0,0.06999999999999995,ucl,0.6
11_10_05,25,bullseye,1,0.41000000000000014,0.41,guess,0,0.05999999999999994,ucl,0.6
10_20_01,51,bullseye,0,0.41999999999999993,0.42,guess,0,0.06999999999999995,ucl,0.6
10_20_04,71,bullseye,1,0.41999999999999993,0.42,guess,0,0.05999999999999994,ucl,0.6
11_16_01,64,bullseye,0,0.41999999999999993,0.42,guess,0,0.06999999999999995,ucl,0.6
11_16_03,61,bullseye,1,0.41999999999999993,0.42,guess,0,0.05999999999999994,ucl,0.6
11_16_04,56,bullseye,1,0.41999999999999993,0.42,guess,0,0.05999999999999994,ucl,0.6
10_20_04,72,bullseye,1,0.42300000000000004,0.42,guess,0,0.04999999999999993,ucl,0.6
11_02_02,25,bullseye,1,0.42300000000000004,0.42,guess,0,0.04999999999999993,ucl,0.6
11_02_08,28,bullseye,1,0.42300000000000004,0.42,guess,0,0.039999999999999925,ucl,0.6
11_02_08,37,bullseye,1,0.42300000000000004,0.42,guess,0,0.039999999999999925,ucl,0.6
11_16_04,52,bullseye,0,0.42300000000000004,0.42,guess,0,0.04999999999999993,ucl,0.6
10_20_02,52,bullseye,0,0.42700000000000005,0.43,guess,0,0.04999999999999993,ucl,0.6
10_20_04,59,bullseye,0,0.42700000000000005,0.43,guess,0,0.05999999999999994,ucl,0.6
11_16_04,50,bullseye,0,0.42700000000000005,0.43,guess,0,0.05999999999999994,ucl,0.6
10_20_04,62,bullseye,1,0.43000000000000016,0.43,guess,0,0.05999999999999994,ucl,0.6
10_20_05,60,bullseye,1,0.43000000000000016,0.43,guess,0,0.04999999999999993,ucl,0.6
11_02_02,40,bullseye,0,0.43000000000000016,0.43,guess,0,0.05999999999999994,ucl,0.6
11_02_05,49,bullseye,1,0.43000000000000016,0.43,guess,0,0.04999999999999993,ucl,0.6
11_02_07,34,bullseye,0,0.43000000000000016,0.43,guess,0,0.05999999999999994,ucl,0.6
11_02_08,41,bullseye,1,0.43000000000000016,0.43,guess,0,0.04999999999999993,ucl,0.6
11_10_05,27,bullseye,0,0.43000000000000016,0.43,guess,0,0.05999999999999994,ucl,0.6
11_10_05,43,bullseye,1,0.43000000000000016,0.43,guess,0,0.05999999999999994,ucl,0.6
11_16_01,61,bullseye,1,0.43000000000000016,0.43,guess,0,0.04999999999999993,ucl,0.6
11_16_05,36,bullseye,1,0.43000000000000016,0.43,guess,0,0.04999999999999993,ucl,0.6
10_20_06,66,bullseye,1,0.44300000000000006,0.44,guess,0,0.039999999999999925,ucl,0.6
10_20_06,72,bullseye,1,0.44300000000000006,0.44,guess,0,0.039999999999999925,ucl,0.6
10_20_04,65,bullseye,1,0.45299999999999985,0.45,guess,0,0.030000000000000027,ucl,0.6
11_02_02,43,bullseye,1,0.45299999999999985,0.45,guess,0,0.030000000000000027,ucl,0.6
11_02_05,56,bullseye,1,0.45299999999999985,0.45,guess,0,0.020000000000000018,ucl,0.6
11_02_08,48,bullseye,1,0.45299999999999985,0.45,guess,0,0.020000000000000018,ucl,0.6
11_16_03,59,bullseye,1,0.45299999999999985,0.45,guess,0,0.020000000000000018,ucl,0.6
11_16_03,71,bullseye,1,0.45299999999999985,0.45,guess,0,0.010000000000000009,ucl,0.6
10_20_05,49,bullseye,0,0.4570000000000003,0.46,guess,0,0.020000000000000018,ucl,0.6
11_02_02,35,bullseye,1,0.4570000000000003,0.46,guess,0,0.010000000000000009,ucl,0.6
11_10_05,42,bullseye,1,0.4570000000000003,0.46,guess,0,0.010000000000000009,ucl,0.6
11_10_04,44,bullseye,0,0.45999999999999996,0.46,guess,0,0.020000000000000018,ucl,0.6
11_16_05,42,bullseye,1,0.45999999999999996,0.46,guess,0,0.010000000000000009,ucl,0.6
11_02_01,25,bullseye,0,0.4630000000000001,0.46,guess,0,0.020000000000000018,ucl,0.6
11_02_01,45,bullseye,1,0.4630000000000001,0.46,guess,0,0.010000000000000009,ucl,0.6
11_02_02,34,bullseye,0,0.4630000000000001,0.46,guess,0,0.020000000000000018,ucl,0.6
11_02_02,38,bullseye,0,0.4630000000000001,0.46,guess,0,0.020000000000000018,ucl,0.6
11_02_07,45,bullseye,1,0.4630000000000001,0.46,guess,0,0.020000000000000018,ucl,0.6
11_16_03,63,bullseye,1,0.4630000000000001,0.46,guess,0,0.020000000000000018,ucl,0.6
11_16_03,65,bullseye,1,0.4630000000000001,0.46,guess,0,0.010000000000000009,ucl,0.6
11_16_03,67,bullseye,1,0.4630000000000001,0.46,guess,0,0.010000000000000009,ucl,0.6
11_16_04,64,bullseye,1,0.4630000000000001,0.46,response,1,0,ucl,0.6
11_16_04,71,bullseye,1,0.4630000000000001,0.46,response,1,0,ucl,0.6
11_16_04,72,bullseye,1,0.4630000000000001,0.46,response,1,0,ucl,0.6
10_20_02,54,bullseye,0,0.4770000000000003,0.48,response,1,0,ucl,0.6
10_20_02,63,bullseye,0,0.4770000000000003,0.48,guess,0,0.010000000000000009,ucl,0.6
10_20_04,57,bullseye,0,0.4770000000000003,0.48,guess,0,0.010000000000000009,ucl,0.6
10_20_01,68,bullseye,0,0.48699999999999966,0.49,guess,0,0.020000000000000018,ucl,0.6
10_20_04,68,bullseye,0,0.48699999999999966,0.49,guess,0,0.030000000000000027,ucl,0.6
10_20_05,72,bullseye,1,0.48699999999999966,0.49,guess,0,0.020000000000000018,ucl,0.6
11_02_03,32,bullseye,1,0.48699999999999966,0.49,guess,0,0.020000000000000018,ucl,0.6
11_02_04,70,bullseye,0,0.48699999999999966,0.49,guess,0,0.020000000000000018,ucl,0.6
11_10_03,34,bullseye,1,0.48699999999999966,0.49,guess,0,0.030000000000000027,ucl,0.61
11_10_05,37,bullseye,1,0.48699999999999966,0.49,guess,0,0.020000000000000018,ucl,0.61
11_10_05,45,bullseye,1,0.48699999999999966,0.49,guess,0,0.020000000000000018,ucl,0.61
10_20_06,60,bullseye,1,0.4900000000000002,0.49,guess,0,0.020000000000000018,ucl,0.61
11_10_01,29,bullseye,1,0.4900000000000002,0.49,guess,0,0.010000000000000009,ucl,0.61
11_16_05,39,bullseye,1,0.4900000000000002,0.49,guess,0,0.010000000000000009,ucl,0.61
10_20_05,53,bullseye,1,0.4930000000000003,0.49,response,1,0,ucl,0.61
11_10_01,38,bullseye,1,0.4930000000000003,0.49,response,1,0,ucl,0.61
11_16_01,47,bullseye,0,0.4930000000000003,0.49,guess,0,0.010000000000000009,ucl,0.61
11_16_05,43,bullseye,1,0.4930000000000003,0.49,response,1,0,ucl,0.61
10_20_06,70,bullseye,1,0.4969999999999999,0.5,response,1,0,ucl,0.61
11_02_05,52,bullseye,1,0.4969999999999999,0.5,response,1,0.010000000000000009,ucl,0.61
11_02_07,44,bullseye,1,0.4969999999999999,0.5,response,1,0.010000000000000009,ucl,0.61
11_02_08,27,bullseye,1,0.4969999999999999,0.5,response,1,0.010000000000000009,ucl,0.61
11_02_08,30,bullseye,1,0.4969999999999999,0.5,response,1,0.020000000000000018,ucl,0.61
11_02_08,36,bullseye,1,0.4969999999999999,0.5,response,1,0.020000000000000018,ucl,0.61
11_10_04,26,bullseye,0,0.4969999999999999,0.5,response,1,0.010000000000000009,ucl,0.61
11_10_05,46,bullseye,1,0.4969999999999999,0.5,response,1,0.020000000000000018,ucl,0.61
11_16_03,53,bullseye,1,0.4969999999999999,0.5,response,1,0.020000000000000018,ucl,0.61
11_16_04,58,bullseye,0,0.4969999999999999,0.5,response,1,0.020000000000000018,ucl,0.61
11_16_05,30,bullseye,1,0.4969999999999999,0.5,response,1,0.020000000000000018,ucl,0.61
11_16_05,38,bullseye,1,0.4969999999999999,0.5,response,1,0.020000000000000018,ucl,0.61
10_20_02,51,bullseye,0,0.5100000000000002,0.51,response,1,0.020000000000000018,ucl,0.61
11_02_07,48,bullseye,1,0.5100000000000002,0.51,response,1,0.020000000000000018,ucl,0.61
11_16_03,69,bullseye,0,0.5100000000000002,0.51,response,1,0.010000000000000009,ucl,0.61
11_02_05,69,bullseye,1,0.52,0.52,response,1,0.020000000000000018,ucl,0.61
11_02_08,29,bullseye,1,0.52,0.52,response,1,0.020000000000000018,ucl,0.61
11_10_05,28,bullseye,1,0.52,0.52,response,1,0.030000000000000027,ucl,0.61
11_10_05,35,bullseye,1,0.52,0.52,response,1,0.030000000000000027,ucl,0.61
10_20_02,55,bullseye,0,0.5230000000000006,0.52,response,1,0.020000000000000018,ucl,0.61
11_02_07,42,bullseye,1,0.5230000000000006,0.52,response,1,0.030000000000000027,ucl,0.61
11_10_01,43,bullseye,1,0.5230000000000006,0.52,response,1,0.030000000000000027,ucl,0.61
11_10_03,32,bullseye,1,0.5230000000000006,0.52,response,1,0.030000000000000027,ucl,0.61
11_10_04,46,bullseye,0,0.5230000000000006,0.52,response,1,0.030000000000000027,ucl,0.61
11_10_05,31,bullseye,1,0.5230000000000006,0.52,response,1,0.030000000000000027,ucl,0.61
11_10_05,36,bullseye,1,0.5230000000000006,0.52,response,1,0.030000000000000027,ucl,0.61
10_20_02,50,bullseye,0,0.5270000000000001,0.53,response,1,0.030000000000000027,ucl,0.61
10_20_06,53,bullseye,1,0.5270000000000001,0.53,response,1,0.030000000000000027,ucl,0.61
11_02_07,25,bullseye,1,0.5270000000000001,0.53,response,1,0.040000000000000036,ucl,0.61
11_02_07,33,bullseye,1,0.5270000000000001,0.53,response,1,0.040000000000000036,ucl,0.61
11_02_08,39,bullseye,1,0.5270000000000001,0.53,response,1,0.040000000000000036,ucl,0.61
11_02_08,43,bullseye,1,0.5270000000000001,0.53,response,1,0.050000000000000044,ucl,0.61
11_10_03,26,bullseye,1,0.5270000000000001,0.53,response,1,0.050000000000000044,ucl,0.61
11_10_05,48,bullseye,1,0.5270000000000001,0.53,response,1,0.050000000000000044,ucl,0.61
10_20_02,65,bullseye,0,0.5299999999999998,0.53,response,1,0.050000000000000044,ucl,0.61
10_20_05,70,bullseye,1,0.5299999999999998,0.53,response,1,0.050000000000000044,ucl,0.61
11_02_04,60,bullseye,0,0.5299999999999998,0.53,response,1,0.040000000000000036,ucl,0.61
11_02_05,60,bullseye,1,0.5299999999999998,0.53,response,1,0.050000000000000044,ucl,0.61
11_10_01,39,bullseye,1,0.5299999999999998,0.53,response,1,0.050000000000000044,ucl,0.61
11_10_01,46,bullseye,1,0.5299999999999998,0.53,response,1,0.050000000000000044,ucl,0.61
11_16_01,53,bullseye,1,0.5299999999999998,0.53,response,1,0.06000000000000005,ucl,0.61
11_16_04,57,bullseye,1,0.5299999999999998,0.53,response,1,0.06000000000000005,ucl,0.61
11_02_08,47,bullseye,1,0.5430000000000001,0.54,response,1,0.06000000000000005,ucl,0.61
11_02_02,39,bullseye,1,0.5529999999999999,0.55,response,1,0.07000000000000006,ucl,0.61
11_02_02,42,bullseye,1,0.5529999999999999,0.55,response,1,0.07000000000000006,ucl,0.61
11_02_05,57,bullseye,1,0.5529999999999999,0.55,response,1,0.07000000000000006,ucl,0.61
11_02_08,38,bullseye,1,0.5529999999999999,0.55,response,1,0.07999999999999996,ucl,0.61
11_02_02,32,bullseye,0,0.5570000000000004,0.56,response,1,0.07000000000000006,ucl,0.61
11_02_03,38,bullseye,1,0.5570000000000004,0.56,response,1,0.07000000000000006,ucl,0.61
11_02_04,56,bullseye,1,0.5570000000000004,0.56,response,1,0.07999999999999996,ucl,0.61
11_02_05,72,bullseye,0,0.5570000000000004,0.56,response,1,0.07000000000000006,ucl,0.61
11_10_01,42,bullseye,1,0.5570000000000004,0.56,response,1,0.07000000000000006,ucl,0.61
11_16_03,57,bullseye,1,0.5570000000000004,0.56,response,1,0.07999999999999996,ucl,0.61
11_16_03,64,bullseye,1,0.5570000000000004,0.56,response,1,0.07999999999999996,ucl,0.61
10_20_04,63,bullseye,0,0.5599999999999996,0.56,response,1,0.07000000000000006,ucl,0.61
10_20_04,69,bullseye,1,0.5599999999999996,0.56,response,1,0.07000000000000006,ucl,0.61
10_20_05,54,bullseye,1,0.5599999999999996,0.56,response,1,0.07999999999999996,ucl,0.61
11_02_07,28,bullseye,1,0.5599999999999996,0.56,response,1,0.07999999999999996,ucl,0.61
11_02_08,42,bullseye,1,0.5599999999999996,0.56,response,1,0.07999999999999996,ucl,0.61
11_10_03,35,bullseye,1,0.5599999999999996,0.56,response,1,0.08999999999999997,ucl,0.61
11_16_05,27,bullseye,1,0.5599999999999996,0.56,response,1,0.08999999999999997,ucl,0.61
11_16_05,29,bullseye,1,0.5599999999999996,0.56,response,1,0.08999999999999997,ucl,0.61
10_20_03,59,bullseye,1,0.5630000000000002,0.56,response,1,0.09999999999999998,ucl,0.61
10_20_06,50,bullseye,1,0.5630000000000002,0.56,response,1,0.09999999999999998,ucl,0.61
10_20_06,62,bullseye,0,0.5630000000000002,0.56,response,1,0.08999999999999997,ucl,0.61
11_02_06,48,bullseye,1,0.5630000000000002,0.56,response,1,0.08999999999999997,ucl,0.61
11_10_02,71,bullseye,1,0.5630000000000002,0.56,response,1,0.09999999999999998,ucl,0.61
11_16_04,49,bullseye,0,0.5630000000000002,0.56,response,1,0.08999999999999997,ucl,0.61
11_16_05,44,bullseye,1,0.5630000000000002,0.56,response,1,0.08999999999999997,ucl,0.61
11_02_04,49,bullseye,0,0.577,0.58,response,1,0.08999999999999997,ucl,0.61
11_02_05,62,bullseye,0,0.577,0.58,response,1,0.07999999999999996,ucl,0.61
11_16_04,65,bullseye,1,0.577,0.58,response,1,0.07999999999999996,ucl,0.61
10_20_05,62,bullseye,0,0.5869999999999997,0.59,response,1,0.07999999999999996,ucl,0.61
10_20_04,61,bullseye,0,0.5899999999999999,0.59,response,1,0.07000000000000006,ucl,0.61
11_02_01,44,bullseye,1,0.5899999999999999,0.59,response,1,0.07000000000000006,ucl,0.61
11_16_01,55,bullseye,1,0.5899999999999999,0.59,response,1,0.07999999999999996,ucl,0.61
11_16_05,34,bullseye,1,0.5899999999999999,0.59,response,1,0.07999999999999996,ucl,0.61
11_02_03,37,bullseye,0,0.593,0.59,response,1,0.07000000000000006,ucl,0.61
11_02_04,64,bullseye,1,0.593,0.59,response,1,0.07000000000000006,ucl,0.61
11_10_01,40,bullseye,1,0.593,0.59,response,1,0.07999999999999996,ucl,0.61
11_10_01,45,bullseye,1,0.593,0.59,response,1,0.07999999999999996,ucl,0.61
10_20_06,51,bullseye,1,0.597,0.6,response,1,0.07999999999999996,ucl,0.61
11_02_03,48,bullseye,1,0.597,0.6,response,1,0.08999999999999997,ucl,0.61
11_02_04,66,bullseye,0,0.597,0.6,response,1,0.07999999999999996,ucl,0.61
11_02_07,27,bullseye,1,0.597,0.6,response,1,0.07999999999999996,ucl,0.61
11_02_08,32,bullseye,1,0.597,0.6,response,1,0.08999999999999997,ucl,0.61
11_10_05,47,bullseye,1,0.597,0.6,response,1,0.08999999999999997,ucl,0.61
11_16_01,44,bullseye,1,0.597,0.6,response,1,0.08999999999999997,ucl,0.61
11_16_01,65,bullseye,1,0.597,0.6,response,1,0.09999999999999998,ucl,0.61
11_16_03,51,bullseye,0,0.597,0.6,response,1,0.08999999999999997,ucl,0.61
11_16_05,46,bullseye,1,0.597,0.6,response,1,0.08999999999999997,ucl,0.61
11_02_01,46,bullseye,1,0.6100000000000003,0.61,response,1,0.08999999999999997,ucl,0.61
11_16_03,60,bullseye,0,0.6100000000000003,0.61,response,1,0.08999999999999997,ucl,0.61
11_16_01,45,bullseye,1,0.6199999999999997,0.62,response,1,0.08999999999999997,ucl,0.61
10_20_05,56,bullseye,1,0.6230000000000002,0.62,response,1,0.08999999999999997,ucl,0.61
10_20_06,54,bullseye,1,0.6230000000000002,0.62,response,1,0.09999999999999998,ucl,0.61
11_02_03,28,bullseye,1,0.6230000000000002,0.62,response,1,0.09999999999999998,ucl,0.61
11_02_03,36,bullseye,1,0.6230000000000002,0.62,response,1,0.09999999999999998,ucl,0.61
11_10_02,54,bullseye,1,0.6230000000000002,0.62,response,1,0.10999999999999999,ucl,0.61
10_20_06,49,bullseye,0,0.6269999999999998,0.63,response,1,0.09999999999999998,ucl,0.61
11_02_04,62,bullseye,0,0.6269999999999998,0.63,response,1,0.08999999999999997,ucl,0.61
11_02_05,51,bullseye,1,0.6269999999999998,0.63,response,1,0.08999999999999997,ucl,0.61
11_02_05,67,bullseye,1,0.6269999999999998,0.63,response,1,0.09999999999999998,ucl,0.61
11_02_06,38,bullseye,1,0.6269999999999998,0.63,response,1,0.09999999999999998,ucl,0.61
11_10_05,29,bullseye,1,0.6269999999999998,0.63,response,1,0.09999999999999998,ucl,0.61
11_16_03,58,bullseye,1,0.6269999999999998,0.63,response,1,0.10999999999999999,ucl,0.61
11_02_01,33,bullseye,1,0.6299999999999999,0.63,response,1,0.10999999999999999,ucl,0.61
11_02_03,42,bullseye,1,0.6299999999999999,0.63,response,1,0.10999999999999999,ucl,0.61
11_02_07,41,bullseye,1,0.6299999999999999,0.63,response,1,0.10999999999999999,ucl,0.61
11_10_01,48,bullseye,1,0.6299999999999999,0.63,response,1,0.12,ucl,0.61
11_10_02,49,bullseye,1,0.6299999999999999,0.63,response,1,0.12,ucl,0.61
11_10_02,59,bullseye,1,0.6299999999999999,0.63,response,1,0.12,ucl,0.61
11_10_03,29,bullseye,1,0.6299999999999999,0.63,response,1,0.12,ucl,0.61
11_10_05,33,bullseye,1,0.6299999999999999,0.63,response,1,0.13,ucl,0.61
11_16_05,31,bullseye,1,0.6299999999999999,0.63,response,1,0.13,ucl,0.61
11_16_05,35,bullseye,1,0.6299999999999999,0.63,response,1,0.13,ucl,0.61
11_02_05,59,bullseye,1,0.6430000000000002,0.64,response,1,0.14,ucl,0.61
11_10_02,56,bullseye,1,0.6430000000000002,0.64,response,1,0.14,ucl,0.61
11_10_04,28,bullseye,0,0.6430000000000002,0.64,response,1,0.13,ucl,0.61
11_16_04,60,bullseye,1,0.6430000000000002,0.64,response,1,0.13,ucl,0.61
11_16_05,32,bullseye,1,0.6430000000000002,0.64,response,1,0.14,ucl,0.61
11_16_05,40,bullseye,1,0.6430000000000002,0.64,response,1,0.14,ucl,0.61
11_16_05,41,bullseye,1,0.6430000000000002,0.64,response,1,0.14,ucl,0.61
10_20_05,52,bullseye,1,0.653,0.65,response,1,0.14,ucl,0.61
11_02_03,35,bullseye,1,0.653,0.65,response,1,0.15000000000000002,ucl,0.61
11_02_07,39,bullseye,1,0.653,0.65,response,1,0.15000000000000002,ucl,0.61
11_02_07,40,bullseye,1,0.653,0.65,response,1,0.15000000000000002,ucl,0.61
11_10_01,35,bullseye,1,0.653,0.65,response,1,0.15000000000000002,ucl,0.61
11_10_02,68,bullseye,1,0.653,0.65,response,1,0.16000000000000003,ucl,0.61
11_16_04,55,bullseye,1,0.653,0.65,response,1,0.16000000000000003,ucl,0.61
11_02_01,37,bullseye,1,0.657,0.66,response,1,0.16000000000000003,ucl,0.61
11_02_01,41,bullseye,1,0.657,0.66,response,1,0.16000000000000003,ucl,0.61
11_02_03,29,bullseye,1,0.657,0.66,response,1,0.16000000000000003,ucl,0.61
11_02_04,57,bullseye,1,0.657,0.66,response,1,0.17000000000000004,ucl,0.61
11_02_05,64,bullseye,1,0.657,0.66,response,1,0.17000000000000004,ucl,0.61
11_02_02,41,bullseye,1,0.6600000000000001,0.66,response,1,0.17000000000000004,ucl,0.61
11_02_05,61,bullseye,1,0.6600000000000001,0.66,response,1,0.17000000000000004,ucl,0.61
11_10_02,53,bullseye,1,0.6600000000000001,0.66,response,1,0.18000000000000005,ucl,0.61
11_10_02,65,bullseye,1,0.6600000000000001,0.66,response,1,0.18000000000000005,ucl,0.61
11_10_02,67,bullseye,1,0.6600000000000001,0.66,response,1,0.18000000000000005,ucl,0.61
11_10_05,32,bullseye,1,0.6600000000000001,0.66,response,1,0.18000000000000005,ucl,0.61
11_16_03,52,bullseye,1,0.6600000000000001,0.66,response,1,0.18000000000000005,ucl,0.61
11_02_01,27,bullseye,1,0.6629999999999998,0.66,response,1,0.19000000000000006,ucl,0.61
11_02_01,47,bullseye,1,0.6629999999999998,0.66,response,1,0.19000000000000006,ucl,0.61
11_02_06,35,bullseye,1,0.6629999999999998,0.66,response,1,0.19000000000000006,ucl,0.61
11_10_01,37,bullseye,1,0.6629999999999998,0.66,response,1,0.19000000000000006,ucl,0.61
11_10_02,52,bullseye,1,0.6629999999999998,0.66,response,1,0.19000000000000006,ucl,0.61
11_10_03,31,bullseye,1,0.6629999999999998,0.66,response,1,0.20000000000000007,ucl,0.61
11_16_05,37,bullseye,1,0.6629999999999998,0.66,response,1,0.20000000000000007,ucl,0.61
11_02_03,31,bullseye,1,0.677,0.68,response,1,0.20000000000000007,ucl,0.61
11_02_04,58,bullseye,1,0.677,0.68,response,1,0.20000000000000007,ucl,0.61
11_02_07,32,bullseye,1,0.677,0.68,response,1,0.20000000000000007,ucl,0.61
11_02_08,40,bullseye,1,0.677,0.68,response,1,0.20999999999999996,ucl,0.61
11_10_05,44,bullseye,1,0.677,0.68,response,1,0.20999999999999996,ucl,0.61
11_02_01,28,bullseye,1,0.6869999999999998,0.69,response,1,0.20999999999999996,ucl,0.61
11_02_05,71,bullseye,1,0.6869999999999998,0.69,response,1,0.20999999999999996,ucl,0.61
